Internship Id,Role,Company Name,Location,Duration,Stipend,Intern Type,Skills,Perks,Hiring Since,Opportunity Date,Opening,Hired Candidate,Number of Applications,Website Link
2453439,Graphic Design Internship (Part time/Remote),Budding Mariners,"('Work from home',)",6 Months,"₹ 2,000 /month",['Internship'],"['Adobe Illustrator', 'Adobe Indesign', 'Adobe Photoshop', 'Adobe Photoshop Lightroom CC', 'Canva']","['Certificate', 'Letter of recommendation', 'Flexible work hours']",Hiring since May 2023,96 opportunities posted,4,72 candidates hired,140 applicants,https://instagram.com/buddingmariners
2453415,Reel Editor Internship (Part time/Remote),Budding Mariners,"('Work from home',)",4 Months,"₹ 2,000 /month",['Internship'],"['Adobe After Effects', 'Adobe Premiere Pro', 'Animation', 'Audio Editing', 'Canva']","['Certificate', 'Letter of recommendation', 'Flexible work hours']",Hiring since May 2023,96 opportunities posted,4,72 candidates hired,147 applicants,https://instagram.com/buddingmariners
2452266,Telecalling (Backoffice) Internship (Remote),Shreeji Enterprise,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",6 Months,"₹ 2,000 /month +  Incentives",['Internship with job offer'],"['Email Marketing', 'English Proficiency (Written)', 'Gujarati Proficiency (Spoken)', 'Hindi Proficiency (Spoken)', 'Hindi Proficiency (Written)', 'MS-Excel', 'Social Media Marketing']","['Certificate', 'Letter of recommendation', 'Flexible work hours', 'Job offer']",Hiring since October 2020,107 opportunities posted,2,,18 applicants,
2453405,Software Development Internship,Blaccsckull Platforms Private Limited,"('Pune',)",6 Months,"₹ 10,000 /month",['Internship'],"['CSS', 'Express.js', 'HTML', 'JavaScript', 'MongoDB', 'Node.js', 'ReactJS', 'React Native']","['Certificate', 'Flexible work hours']",Hiring since July 2022,31 opportunities posted,2,44 candidates hired,385 applicants,
2453401,Graphic Designer Internship (Remote),Group Futurista,"('Work from home',)",3 Months,"₹ 8,000-10,000 /month",['Internship'],"['Design Thinking', 'Video Editing']","['Certificate', 'Letter of recommendation']",Hiring since August 2022,144 opportunities posted,1,5 candidates hired,257 applicants,https://www.groupfuturista.com/
2452573,Digital Marketing Internship (Part time/Remote),The First Step Trust,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",3 Months,Unpaid,['Internship'],"['Digital Marketing', 'Instagram Marketing', 'Social Media Marketing', 'Video Editing']","['Certificate', 'Letter of recommendation', 'Flexible work hours', '5 days a week']",Hiring since June 2021,23 opportunities posted,20,11 candidates hired,4 applicants,
2450151,Telecalling Internship,Odyssey,"('Delhi', 'Delhi', 'Delhi', 'Delhi')",6 Months,"₹ 8,000-10,000 /month",['Internship'],"['English Proficiency (Spoken)', 'Hindi Proficiency (Spoken)']",['Certificate'],Hiring since June 2014,119 opportunities posted,2,1 candidate hired,2 applicants,http://www.odysseyin.com
2453370,Social Media Marketing Internship,Pentableu,"('Mumbai',)",6 Months,"₹ 12,000 /month",['Internship'],"['Client Relationship', 'Digital Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Instagram Marketing', 'Social Media Marketing']","['Certificate', 'Letter of recommendation', 'Informal dress code', '5 days a week']",Hiring since March 2019,38 opportunities posted,5,1 candidate hired,124 applicants,http://www.pentableu.in/
2453363,Human Resources (HR) Internship,Bharat Earn Technology Pvt. Ltd.,"('Kolkata',)",6 Months,"₹ 15,000 /month",['Internship with job offer'],"['Effective Communication', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'MS-Excel', 'Recruitment']","['Certificate', 'Letter of recommendation', 'Informal dress code', 'Job offer']",Hiring since March 2024,3 opportunities posted,5,,144 applicants,http://betpl.co
2452285,Sales Internship,House Of Hiranandani,"('Kalyan', 'Ahmedabad, Gandhinagar, Pune, Surat, Thane, Navi Mumbai, Vadodara, Kalyan, Baramati', 'Kalyan')",6 Months,"₹ 10,000 /month","['Internship', 'Internship with job offer', 'Internship with job offer']","['English Proficiency (Spoken)', 'Sales']","['Certificate', '5 days a week']",Hiring since January 2024,4 opportunities posted,1,,3 applicants,http://www.houseofhiranandani.com/
2453138,UI/UX Design Internship (Remote),Redscope Inc.,"('Work from home',)",2 Months,"₹ 5,000-8,000 /month",['Internship'],"['Adobe Illustrator', 'Figma', 'PROTOTYPING', 'Wireframing']",['Certificate'],Hiring since March 2024,2 opportunities posted,1,,552 applicants,
2452845,Market Research Internship,United We Care Private Limited,"('Gurgaon', 'Gurgaon', 'Gurgaon', 'Gurgaon')",3 Months,"₹ 6,000-10,000 /month","['Internship', 'Internship with job offer']","['Business Research', 'Email Marketing', 'MS-Excel', 'MS-Office', 'Research and Analytics']","['Letter of recommendation', 'Informal dress code', '5 days a week']",Hiring since July 2023,4 opportunities posted,1,,22 applicants,http://unitedwecare.com
2452844,Social Media Marketing Internship (Part time/Remote),ShoHan Inc.,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",2 Months,"₹ 5,000 /month +  Incentives",['Internship with job offer'],"['Digital Marketing', 'Email Marketing', 'Facebook Marketing', 'Instagram Marketing', 'Search Engine Marketing (SEM)', 'Search Engine Optimization (SEO)']","['Letter of recommendation', 'Flexible work hours', 'Job offer']",Hiring since March 2024,2 opportunities posted,5,,87 applicants,http://www.shohancosmetics.com
2452286,Graphic Design Internship,BrandMatterz,"('Pune',)",3 Months,"₹ 6,000 /month",['Internship'],"['Adobe After Effects', 'Adobe Creative Suite', 'Adobe Illustrator', 'Adobe Indesign', 'Adobe Photoshop', 'Adobe Premiere Pro', 'Canva', 'CorelDRAW']","['Certificate', 'Letter of recommendation', 'Informal dress code']",Hiring since April 2018,51 opportunities posted,3,,9 applicants,http://www.brandmatterz.com
2452843,Audit Assistance Internship,CA Shrikant Varanasi,"('Bangalore', 'Bangalore', 'Bangalore', 'Bangalore')",6 Months,"₹ 8,000 /month","['Internship with job offer', 'Internship with job offer']","['Accounting', 'Advanced Excel', 'MS-Office', 'Tally']","['Certificate', 'Letter of recommendation', 'Informal dress code', 'Job offer']",Hiring since June 2018,25 opportunities posted,2,5 candidates hired,28 applicants,
2452842,Video Editing/Making Internship (Remote),Prince Kaustubh,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",1 Month,"₹ 2,000 /month","['Internship', 'Internship with job offer']","['Video Editing', 'Video Making']","['Certificate', 'Letter of recommendation', 'Flexible work hours']",Hiring since June 2023,8 opportunities posted,1,5 candidates hired,29 applicants,https://www.linkedin.com/company/coursearena/
2452290,Business Development (Sales) Internship,ScootRoute Designs,"('Mumbai', 'Mumbai', 'Mumbai', 'Mumbai')",4 Months,"₹ 10,000 /month","['Internship', 'Internship with job offer']",['English Proficiency (Spoken)'],"['Letter of recommendation', '5 days a week']",Hiring since December 2023,2 opportunities posted,2,,2 applicants,http://www.scootroutedesigns.com
2452293,Customer Service/Customer Support Internship (Remote),Techqueto LLP,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",6 Months,"₹ 1,000 /month",['Internship'],"['English Proficiency (Spoken)', 'Hindi Proficiency (Spoken)']",['Certificate'],Hiring since April 2022,37 opportunities posted,2,2 candidates hired,9 applicants,
2452295,Content & Research Internship (Remote),GoQuest Media Ventures Private Limited,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",6 Months,"₹ 10,000 /month",['Internship'],"['English Proficiency (Spoken)', 'Hindi Proficiency (Spoken)']","['Certificate', 'Letter of recommendation', '5 days a week']",Hiring since July 2018,82 opportunities posted,3,23 candidates hired,86 applicants,http://www.goquestmedia.com
2448278,Vedic Astrology Internship (Remote),Pablo Project,"('Work from home', 'Work from home', 'Work from home')",3 Months,"₹ 6,000 /month",['Internship with job offer'],"['Certificate', 'Letter of recommendation', 'Job offer']","['Certificate', 'Letter of recommendation', 'Job offer']",Hiring since March 2024,1 opportunity posted,2,,6 applicants,http://cosmofynd.com
2452836,Tally Accountant Internship,Patni And Patni Chartered Accountants,"('Aurangabad, Sambhajinagar, Sambhaji Nagar',)",6 Months,"₹ 5,000-12,000 /month",['Internship'],"['Accounting', 'MS-Excel', 'Tally']","['Certificate', 'Informal dress code']",Hiring since March 2022,26 opportunities posted,3,3 candidates hired,4 applicants,
2452316,Outreach Internship,Cubenant Solutions Private Limited,"('Pune',)",3 Months,"₹ 5,000 /month",['Internship'],"['Email Marketing', 'LinkedIn Marketing', 'Sales']","['Informal dress code', '5 days a week', 'Free snacks & beverages']",Hiring since May 2022,15 opportunities posted,2,,2 applicants,
2452832,Client Servicing Internship,BrandLand Advertising Private Limited,"('Bangalore', 'Bangalore', 'Delhi, Pune, Bangalore, Mumbai, Nagpur', 'Bangalore')",3 Months,"₹ 9,000 /month","['Internship', 'Internship with job offer', 'Internship with job offer']",['Sales pitch'],"['Certificate', 'Letter of recommendation', 'Flexible work hours', 'Informal dress code', '5 days a week']",Hiring since March 2019,69 opportunities posted,2,40 candidates hired,3 applicants,https://brandland.in/
2453201,Company Secretary (CS) Internship,NurseMe Cares India Private Limited,"('Kolkata',)",4 Months,"₹ 10,000 /month",['Internship'],"['English Proficiency (Written)', 'MS-Office', 'MS-Word']",,Hiring since January 2023,18 opportunities posted,1,2 candidates hired,9 applicants,https://nurseme.in/
2453199,Telecalling Internship,Positive Thought,"('Delhi', 'Delhi', 'Delhi', 'Delhi')",3 Months,"₹ 7,000 /month",['Internship'],"['English Proficiency (Spoken)', 'English Proficiency (Written)', 'Hindi Proficiency (Spoken)', 'MS-Excel']",,Hiring since December 2021,9 opportunities posted,1,,1 applicants,https://positivethought.co.in/
2453196,Law/Legal Internship,Law Samadhan,"('Jaipur',)",1 Month,"₹ 2,500 /month",['Internship with job offer'],"['English Proficiency (Written)', 'MS-Office', 'MS-Word']","['Certificate', 'Informal dress code', 'Job offer']",Hiring since February 2023,18 opportunities posted,4,2 candidates hired,21 applicants,http://lawsamadhan.com
2452323,Marketing And Event Management Internship,IPN FORUM,"('Chennai, Dehradun, Gurgaon, Indore, Kolkata, Bangalore, Hyderabad, Noida, Delhi', 'Hyderabad', 'Bangalore', 'Hyderabad')",3 Months,"₹ 8,000-10,000 /month","['Internship with job offer', 'Internship with job offer']","['Certificate', 'Letter of recommendation', 'Flexible work hours', 'Job offer']","['Certificate', 'Letter of recommendation', 'Flexible work hours', 'Job offer']",Hiring since September 2023,2 opportunities posted,20,,86 applicants,https://ipnacademy.in/
2452325,Business Development (Sales) Internship,Mo's Bakery Private Limited,"('Delhi', 'Delhi', 'Chennai, Delhi, Ghaziabad, Gurgaon, Kolkata, Patna, Pune, Ranchi, Bangalore, Hyderabad, Bhopal, Mumbai, Noida, Nagpur, Nashik', 'Delhi')",2 Months,"₹ 15,000 /month",['Internship with job offer'],"['Client Relationship', 'Email Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Sales', 'Sales pitch']","['Certificate', 'Letter of recommendation', 'Flexible work hours', 'Informal dress code', 'Free snacks & beverages', 'Job offer']",Hiring since March 2018,42 opportunities posted,2,12 candidates hired,19 applicants,
2453185,Finance Internship (Part time),Indian Money Master,"('Thane, Mumbai', 'Mumbai', 'Delhi, Mumbai', 'Mumbai')",6 Months,"₹ 3,000-5,000 /month",['Internship'],"['English Proficiency (Spoken)', 'MS-Excel', 'MS-Office']","['Certificate', 'Letter of recommendation', 'Flexible work hours', 'Informal dress code']",Hiring since January 2018,99 opportunities posted,5,17 candidates hired,97 applicants,http://indianmoneymaster.com
2450572,Digital Marketing Internship,"JDSD Co. (Mumbai, India)","('Dubai (United Arab Emirates), Mumbai', 'Mumbai', 'Mumbai', 'Mumbai')",6 Months,"₹ 10,000-15,000 /month",['Internship'],"['Content Writing', 'Facebook Ads', 'Google AdWords', 'Instagram Marketing', 'LinkedIn Marketing', 'Search Engine Marketing (SEM)', 'Search Engine Optimization (SEO)', 'YouTube Ads']","['Certificate', 'Letter of recommendation', 'Flexible work hours', 'Informal dress code', '5 days a week', 'Free snacks & beverages']",Hiring since April 2024,1 opportunity posted,1,,11 applicants,http://cajdsd.com
2453180,Inside Sales Internship,IWebcode,"('Mohali', 'Chandigarh, Mohali, Punjab', 'Mohali', 'Mohali')",6 Months,"₹ 8,000 /month","['Internship', 'Internship with job offer', 'Internship with job offer']","['Client Interaction', 'Client Relationship', 'Effective Communication', 'Sales pitch', 'Time Management']","['Certificate', 'Letter of recommendation', '5 days a week']",Hiring since July 2020,228 opportunities posted,1,46 candidates hired,2 applicants,https://iwebcode.design
2452194,Customer Service/Customer Support Internship,Ameet Parekh,"('Mumbai', 'Mumbai', 'Mumbai', 'Mumbai')",3 Months,"₹ 15,000 /month","['Internship', 'Internship with job offer']","['English Proficiency (Spoken)', 'English Proficiency (Written)', 'Hindi Proficiency (Spoken)', 'MS-Excel', 'MS-Office']","['Certificate', 'Letter of recommendation']",Hiring since April 2024,1 opportunity posted,10,,6 applicants,https://ameetparekh.com/
2452828,"Research - Agriculture, Food, Impact, Business, Economics, Ecology Internship (Remote)",Thapasu Foods,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",6 Months,"₹ 1,000 /month",['Internship'],"['Business Research', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Hindi Proficiency (Spoken)', 'MS-Excel', 'MS-PowerPoint', 'MS-Word', 'Report Writing', 'Research and Analytics']","['Certificate', 'Letter of recommendation']",Hiring since April 2018,76 opportunities posted,1,43 candidates hired,19 applicants,
2453173,Video Editing/Making Internship (Remote),Digi Carotene,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",3 Months,"₹ 7,000 /month","['Internship', 'Internship with job offer']",['Video Editing'],"['Certificate', 'Letter of recommendation']",Hiring since November 2020,45 opportunities posted,1,7 candidates hired,38 applicants,
2452824,Digital Marketing Internship (Remote),DesignBHK,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",1 Month,"₹ 2,000 /month +  Incentives","['Internship', 'Internship with job offer']","['Certificate', 'Letter of recommendation', 'Flexible work hours']","['Certificate', 'Letter of recommendation', 'Flexible work hours']",Hiring since December 2020,27 opportunities posted,3,30 candidates hired,37 applicants,
2453167,Video Editing/Making Internship (Remote),Tej Bajwa,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",1 Month,"₹ 5,000-7,000 /month","['Internship', 'Internship with job offer']","['Adobe Premiere Pro', 'Final Cut Pro', 'Video Editing', 'Video Making']","['Certificate', 'Flexible work hours']",Hiring since March 2024,2 opportunities posted,1,,36 applicants,https://youtube.com/channel/UCHkrr8jCTyzyF0G0gOlzn_g
2453166,Content Writing Internship,Curefy AI,"('Gurgaon', 'Gurgaon', 'Gurgaon', 'Gurgaon')",6 Months,"₹ 10,000 /month",['Internship with job offer'],"['Creative Writing', 'English Proficiency (Written)']","['Certificate', 'Letter of recommendation', 'Informal dress code', '5 days a week', 'Job offer']",Hiring since January 2024,5 opportunities posted,2,,6 applicants,https://curefy.ai
2452331,Social Media Marketing Internship,EPIA,"('Delhi', 'Chennai, Delhi, Ghaziabad, Gurgaon, Indore, Lucknow, Patna, Pune, Udaipur, Bangalore, Hyderabad, Bhopal, Mumbai, Noida, Gwalior West', 'Chennai, Delhi, Ghaziabad, Gurgaon, Kolkata, Patna, Pune, Ranchi, Bangalore, Hyderabad, Bhopal, Mumbai, Noida, Nagpur, Nashik', 'Delhi, Gurgaon')",1 Month,"₹ 7,000-10,000 /month",['Internship with job offer'],"['Canva', 'Creative Writing', 'Digital Marketing', 'Email Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Instagram Marketing', 'Social Media Marketing']","['Certificate', 'Letter of recommendation', 'Informal dress code', 'Job offer']",Hiring since January 2024,3 opportunities posted,2,1 candidate hired,36 applicants,http://epia.co
2452183,Social Media Marketing Internship,Mudra Portfolio Managers,"('Mumbai', 'Ahmedabad, Chennai, Kolkata, Lucknow, Pune, Ranchi, Surat, Bangalore, Vadodara, Mumbai, Jaipur, Noida, Nagpur, Nashik, Keralapuram', 'Mumbai', 'Mumbai')",2 Months,"₹ 6,000-10,000 /month",['Internship'],"['Creative Writing', 'Digital Marketing', 'Email Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Facebook Marketing', 'Instagram Marketing', 'Search Engine Optimization (SEO)', 'Social Media Marketing']","['Certificate', 'Letter of recommendation']",Hiring since April 2024,1 opportunity posted,2,,22 applicants,http://www.mudraportfoliomanagers.com
2452809,Video Editing/Making Internship (Part time/Remote),Career Connects Passion,"('Work from home',)",2 Months,"₹ 8,000 /month",['Internship'],"['Adobe Illustrator', 'Adobe Photoshop', 'Adobe Premiere Pro', 'Final Cut Pro', 'Video Editing', 'Video Making']","['Certificate', 'Letter of recommendation', 'Flexible work hours']",Hiring since January 2022,7 opportunities posted,1,1 candidate hired,141 applicants,
2452807,Business Development (Sales) Internship,Pine Valley Interiors,"('Bangalore', 'Chennai, Delhi, Ghaziabad, Gurgaon, Kolkata, Patna, Pune, Ranchi, Bangalore, Hyderabad, Bhopal, Mumbai, Noida, Nagpur, Nashik', 'Ahmedabad, Chandigarh, Chennai, Coimbatore, Pune, Surat, Ahmednagar, Bangalore, Vadodara, Mumbai, Kochi, Jaipur, Nagpur, Nashik, Goa Velha', 'Bangalore')",2 Months,"₹ 7,000 /month","['Internship with job offer', 'Internship with job offer']","['Email Marketing', 'English Proficiency (Spoken)', 'MS-Excel', 'Sales', 'Sales pitch']","['Certificate', 'Letter of recommendation', 'Job offer']",Hiring since November 2022,4 opportunities posted,1,,15 applicants,
2452806,Graphic Design Internship,IQOL Technologies,"('Bangalore', 'Bangalore', 'Bangalore', 'Bangalore')",3 Months,"₹ 20,000 /month","['Internship', 'Internship with job offer', 'Internship with job offer']","['Adobe After Effects', 'Adobe Illustrator', 'Adobe Photoshop', 'Figma']","['Certificate', 'Informal dress code']",Hiring since December 2023,3 opportunities posted,2,,28 applicants,
2453163,WordPress Development Internship,Indus Eximtech Private Limited,"('Vashi',)",1 Month,"₹ 15,000 /month",['Internship'],"['Search Engine Optimization (SEO)', 'WordPress']","['Certificate', 'Letter of recommendation', '5 days a week']",Hiring since May 2020,19 opportunities posted,1,7 candidates hired,35 applicants,https://indusin.com/index.html#top
2452332,Law/Legal Internship,Dharma Raj,"('Jaipur',)",2 Months,"₹ 5,000 /month",['Internship with job offer'],"['English Proficiency (Written)', 'MS-Word']","['Certificate', 'Letter of recommendation', 'Informal dress code', 'Job offer']",Hiring since May 2019,14 opportunities posted,2,18 candidates hired,9 applicants,
2453383,Front End Development Internship,Stirring Minds,"('Delhi',)",6 Months,"₹ 7,000 /month",['Internship'],"['CSS', 'HTML', 'JavaScript', 'ReactJS']","['Certificate', 'Letter of recommendation', 'Informal dress code', 'Free snacks & beverages']",Hiring since August 2016,2668 opportunities posted,10,101 candidates hired,846 applicants,
2453047,Champions Mentor Internship (Part time/Remote),Special Situation Advisors India Private Limited,"('Work from home',)",6 Months,"₹ 10,000-15,000 /month",['Internship'],"['Certificate', '5 days a week']","['Certificate', '5 days a week']",Hiring since September 2015,335 opportunities posted,20,88 candidates hired,102 applicants,http://specialsituation.in
2452803,Telecalling Internship,Elevation Technologies,"('Delhi, Noida', 'Delhi', 'Noida', 'Delhi')",5 Months,"₹ 12,000 /month",['Internship'],['Effective Communication'],,Hiring since March 2024,2 opportunities posted,20,,3 applicants,
2452337,Digital Marketing Internship (Part time/Remote),Kidzian Private Limited,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",1 Month,"₹ 3,000 /month","['Internship', 'Internship with job offer']","['Creative Writing', 'Email Marketing', 'English Proficiency (Written)', 'Facebook Marketing', 'Instagram Marketing', 'Search Engine Optimization (SEO)', 'Social Media Marketing']","['Certificate', 'Flexible work hours', '5 days a week']",Hiring since March 2023,12 opportunities posted,1,3 candidates hired,25 applicants,
2453157,Research & Analysis Internship (Part time),IArista Artha Private Limited,"('Mumbai', 'Mumbai', 'Mumbai', 'Mumbai')",3 Months,"₹ 2,000 /month",['Internship'],"['Effective Communication', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'MS-Excel', 'MS-PowerPoint', 'MS-Word']","['Certificate', '5 days a week']",Hiring since January 2024,3 opportunities posted,5,2 candidates hired,17 applicants,https://iarista.com/
2453156,Marketing Internship,Let's Set Destinations,"('Bangalore', 'Chennai, Delhi, Kolkata, Pune, Bangalore, Hyderabad, Mumbai', 'Chennai, Delhi, Ghaziabad, Gurgaon, Indore, Lucknow, Patna, Pune, Udaipur, Bangalore, Hyderabad, Bhopal, Mumbai, Noida, Gwalior West', 'Bangalore')",4 Months,"₹ 15,000 /month","['Internship', 'Internship with job offer']","['Digital Marketing', 'Email Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'MS-Excel', 'Social Media Marketing']","['Certificate', 'Letter of recommendation', 'Informal dress code']",Hiring since June 2023,10 opportunities posted,2,,10 applicants,http://www.letssetdestinations.com
2452172,Project Management Internship,Global Maritime Consultants Group - GMCG,"('Mumbai', 'Mumbai', 'Mumbai', 'Thane, Navi Mumbai, Mumbai, Vashi, Panvel')",6 Months,"₹ 15,000-18,000 /month","['Internship with job offer', 'Internship with job offer']","['Certificate', 'Letter of recommendation', 'Flexible work hours', 'Informal dress code', '5 days a week', 'Job offer']","['Certificate', 'Letter of recommendation', 'Flexible work hours', 'Informal dress code', '5 days a week', 'Job offer']",Hiring since April 2024,1 opportunity posted,1,,113 applicants,https://gmcg.global/
2453373,Content Writing Internship (Remote),Universal Adventures,"('Work from home',)",6 Months,"₹ 3,000-4,000 /month",['Internship'],"['Creative Writing', 'English Proficiency (Written)']","['Certificate', 'Letter of recommendation', 'Flexible work hours']",Hiring since September 2023,218 opportunities posted,1,1 candidate hired,181 applicants,https://www.universaladventures.in/
2452786,Marketing Internship,BUZZ GROUPS,"('Hyderabad', 'Chennai, Delhi, Kolkata, Pune, Bangalore, Hyderabad, Mumbai', 'Hyderabad', 'Chennai, Delhi, Ghaziabad, Gurgaon, Indore, Lucknow, Patna, Pune, Udaipur, Bangalore, Hyderabad, Bhopal, Mumbai, Noida, Gwalior West')",3 Months,"₹ 8,000-12,000 /month",['Internship'],['English Proficiency (Spoken)'],"['Certificate', 'Flexible work hours']",Hiring since February 2024,2 opportunities posted,10,,9 applicants,http://www.buzzgroups.in/
2449904,Operations Internship,K12 Techno Services Private Limited,"('Mumbai', 'Mumbai', 'Ahmedabad, Indore, Jamshedpur, Kolkata, Pune, Ranchi, Shimla, Shillong, Udaipur, Hyderabad, Bhopal, Mumbai, Nagpur, Nashik, Gwalior West', 'Ahmedabad, Chennai, Guwahati, Kolkata, Pune, Surat, Bangalore, Vadodara, Mumbai, Kochi, Jaipur, Nagpur, Nashik, Andhra Pradesh')",3 Months,"₹ 2,000 /month",['Internship'],['English Proficiency (Spoken)'],"['Certificate', 'Letter of recommendation', 'Informal dress code', 'Free snacks & beverages']",Hiring since March 2024,1 opportunity posted,15,,15 applicants,https://k12technoservices.com/
2453361,YouTube Manager Internship (Part time/Remote),Budding Mariners,"('Work from home',)",4 Months,"₹ 5,000 /month",['Internship'],"['Canva', 'Content Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Google Analytics', 'Instagram Marketing', 'Search Engine Optimization (SEO)', 'Social Media Marketing', 'Video Editing', 'YouTube Ads']","['Certificate', 'Letter of recommendation', 'Flexible work hours']",Hiring since May 2023,96 opportunities posted,2,72 candidates hired,143 applicants,https://instagram.com/buddingmariners
2453135,Graphic Design Internship (Part time/Remote),Webalar,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",3 Months,"₹ 4,000 /month",['Internship'],"['Adobe After Effects', 'Adobe Illustrator', 'Adobe Photoshop', 'CorelDRAW', 'Figma']","['Certificate', 'Letter of recommendation', 'Flexible work hours', '5 days a week']",Hiring since January 2024,5 opportunities posted,1,2 candidates hired,63 applicants,
2453130,Human Resources (HR) Internship,Community Action Through Motivation Program,"('Indore', 'Ahmedabad, Aurangabad, Delhi, Gurgaon, Indore, Lucknow, Pune, Surat, Ahmednagar, Vadodara, Bhopal, Mumbai, Baramati, Nagpur, Nashik', 'Indore, Pithampur', 'Indore')",2 Months,"₹ 3,000 /month",['Internship'],"['MS-Excel', 'MS-Office']","['Certificate', 'Letter of recommendation']",Hiring since March 2019,66 opportunities posted,2,3 candidates hired,17 applicants,https://camp.org.in/
2429192,Human Resources (HR) Internship,Bizknowmics,"('Chennai', 'Chennai, Delhi, Pune, Bangalore, Hyderabad, Mumbai')",3 Months,"₹ 10,000-15,000 lump sum","['Internship with job offer', 'Internship with job offer']","['Certificate', 'Letter of recommendation', 'Free snacks & beverages', 'Job offer']","['Certificate', 'Letter of recommendation', 'Free snacks & beverages', 'Job offer']",Hiring since November 2017,91 opportunities posted,3,1 candidate hired,84 applicants,https://www.bizknowmics.com
2453124,Business Development (Sales) Internship,Expertbells Consulting Private Limited,"('Agra',)",4 Months,"₹ 5,000-15,000 /month",['Internship'],"['Email Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'MS-Excel']","['Certificate', 'Letter of recommendation', 'Flexible work hours', 'Informal dress code', 'Free snacks & beverages']",Hiring since April 2022,35 opportunities posted,4,,3 applicants,https://www.expertbells.com/
2452533,Catalogue/Data Manager Internship,Reark Digital Preservation Private Limited,"('Mumbai', 'Mumbai', 'Mumbai', 'Mumbai')",2 Months,"₹ 10,000 /month",['Internship'],"['Advanced Excel', 'Data Analysis', 'Data Analytics']","['Certificate', 'Informal dress code']",Hiring since October 2023,5 opportunities posted,1,,81 applicants,
2452529,Sales And Marketing Internship,IYCWorld SoftInfrastructure Private Limited,"('Delhi', 'Delhi', 'Delhi, Pune, Bangalore, Mumbai, Nagpur', 'Delhi, Gurgaon')",3 Months,"₹ 5,000 /month +  Incentives","['Internship', 'Internship with job offer', 'Internship with job offer', 'Internship with job offer']",['Certificate'],['Certificate'],Hiring since May 2021,47 opportunities posted,2,8 candidates hired,3 applicants,https://www.iycworld.com/
2452527,Business Development (Sales) Internship,Dava Discount,"('Mumbai', 'Mumbai', 'Mumbai', 'Mumbai')",6 Months,"₹ 8,000 /month +  Incentives",['Internship'],"['Canva', 'Digital Marketing', 'MS-Excel', 'Social Media Marketing']","['Letter of recommendation', 'Informal dress code', '5 days a week']",Hiring since May 2022,2 opportunities posted,8,,0 applicants,http://davadiscount.com
2452151,Digital Marketing Internship,GLOBAL HR COMMUNITY,"('Bangalore', 'Bangalore', 'Delhi, Gurgaon, Pune, Bangalore, Hyderabad, Mumbai, Noida', 'Bangalore')",6 Months,"₹ 15,000 /month","['Internship', 'Internship with job offer', 'Internship with job offer', 'Internship with job offer']","['Google AdWords', 'Google Analytics', 'Search Engine Marketing (SEM)', 'Search Engine Optimization (SEO)']","['Certificate', 'Informal dress code', '5 days a week', 'Free snacks & beverages']",Hiring since April 2024,1 opportunity posted,1,,16 applicants,
2452528,Marketing Internship,Saiwani.Store,"('Pune', 'Chennai, Delhi, Kolkata, Pune, Bangalore, Hyderabad, Mumbai', 'Chennai, Delhi, Ghaziabad, Gurgaon, Indore, Lucknow, Patna, Pune, Udaipur, Bangalore, Hyderabad, Bhopal, Mumbai, Noida, Gwalior West', 'Pune')",3 Months,"₹ 7,000-10,000 /month",['Internship'],['Marketing'],"['Certificate', 'Letter of recommendation', 'Informal dress code', 'Free snacks & beverages']",Hiring since November 2019,15 opportunities posted,4,,8 applicants,http://saiwani.org
2452526,Graphic Design Internship,Your Social Buddy,"('Delhi', 'Delhi, Gurgaon, Noida', 'Delhi', 'Delhi')",4 Months,"₹ 5,000 /month +  Incentives","['Internship', 'Internship with job offer', 'Internship with job offer']","['Adobe After Effects', 'Adobe Creative Suite', 'Adobe Illustrator', 'Adobe Indesign', 'Adobe Photoshop', 'Adobe Photoshop Lightroom CC', 'Adobe Premiere Pro', 'CorelDRAW', 'Video Editing']","['Certificate', 'Letter of recommendation', 'Flexible work hours']",Hiring since June 2020,28 opportunities posted,1,7 candidates hired,13 applicants,https://yoursocialbuddy.com
